"","station","cldd","cdd","qual","lat","long"
"117","USC00020287","6095S",6095,"S",31.9792,-111.3831
"118","USC00020288","7880R",7880,"R",33.4625,-111.4814
"119","USC00020586","4473R",4473,"R",34.5972,-113.1739
"120","USC00020632","8007R",8007,"R",33.8097,-111.6497
"121","USC00020670","4800R",4800,"R",34.6417,-111.7831
"122","USC00020672","6732R",6732,"R",36.8969,-113.9425
"123","USC00020678","1085R",1085,"R",35.23,-111.8214
"124","USC00020683","4968R",4968,"R",31.8806,-110.2403
"125","USC00020750","2719S",2719,"S",36.6778,-110.5411
"126","USC00020775","4036R",4036,"R",31.4475,-109.9289
"127","USC00020808","2795R",2795,"R",33.4783,-109.7517
"128","USC00020871","1951R",1951,"R",34.6108,-111.1922
"129","USC00020949","7726S",7726,"S",33.9431,-114.0242
"130","USC00020958","5459S",5459,"S",32.325,-109.4917
"131","USC00021001","1242R",1242,"R",36.2147,-112.062
"132","USC00021026","7940R",7940,"R",33.3761,-112.5828
"133","USC00021050","9055S",9055,"S",35.1411,-114.5686
"134","USC00021169","4680R",4680,"R",35.8833,-111.4
"135","USC00021231","3888S",3888,"S",31.5589,-110.5294
"136","USC00021248","3310S",3310,"S",36.1533,-109.5394
"137","USC00021282","7668R",7668,"R",33.8161,-111.9019
"138","USC00021306","8036R",8036,"R",32.8878,-111.7117
"139","USC00021314","7612S",7612,"S",32.9947,-111.5367
"140","USC00021330","5333S",5333,"S",32.3222,-110.4147
"141","USC00021353","7578S",7578,"S",33.9825,-112.3617
"142","USC00021514","7719R",7719,"R",33.2058,-111.6819
"143","USC00021574","2145R",2145,"R",34.54,-110.9153
"144","USC00021614","5463R",5463,"R",34.3494,-111.6981
"145","USC00021664","4100R",4100,"R",32.0061,-109.3572
"146","USC00021849","6436R",6436,"R",33.0561,-109.3072
"147","USC00021920","3387R",3387,"R",36.9936,-112.9719
"148","USC00022109","4882S",4882,"S",34.305,-112.165
"149","USC00022140","4443S",4443,"S",31.3456,-110.2542
"150","USC00022329","3006R",3006,"R",34.2097,-112.3453
"151","USC00022434","7985R",7985,"R",32.9711,-113.4981
"152","USC00022527","2873R",2873,"R",35.2947,-113.3664
"153","USC00022659","5680R",5680,"R",31.345,-109.5394
"154","USC00022754","4841S",4841,"S",32.7481,-109.1214
"155","USC00022790","8965R",8965,"R",33.6133,-114.4706
"156","USC00022807","7619R",7619,"R",32.7819,-111.5186
"157","USC00023009","1245R",1245,"R",35.1611,-111.7311
"158","USC00023027","8027R",8027,"R",33.0364,-111.3881
"159","USC00023150","5590S",5590,"S",33.0094,-109.9855
"160","USC00023160","1080S",1080,"S",35.2681,-111.7428
"161","USC00023190","7984S",7984,"S",33.6028,-111.7131
"162","USC00023303","2637R",2637,"R",35.7164,-109.5661
"163","USC00023393","8805S",8805,"S",32.9481,-112.7131
"164","USC00023505","5006R",5006,"R",33.3767,-110.7711
"165","USC00023596","2008S",2008,"S",36.0528,-112.1503
"166","USC00023668","6889R",6889,"R",31.8931,-110.9978
"167","USC00023683","1060R",1060,"R",34.0219,-109.4519
"168","USC00023828","1408R",1408,"R",34.7433,-111.4139
"169","USC00024053","4213R",4213,"R",34.47,-112.8881
"170","USC00024089","3616S",3616,"S",34.9094,-110.1544
"171","USC00024453","4617S",4617,"S",34.7522,-112.1114
"172","USC00024586","2653R",2653,"R",35.8111,-110.1917
"173","USC00024645","5026R",5026,"R",35.2,-114.0167
"174","USC00024675","3367R",3367,"R",31.96,-111.5972
"175","USC00024686","3180R",3180,"R",35.55,-109.7
"176","USC00024702","8727S",8727,"S",33.2742,-113.9653
"177","USC00024759","9171R",9171,"R",34.45,-114.3667
"178","USC00024761","9028R",9028,"R",34.5031,-114.3603
"179","USC00024829","8522R",8522,"R",33.3369,-112.1472
"180","USC00024849","5768R",5768,"R",36.8644,-111.6022
"181","USC00024977","8168R",8168,"R",33.4992,-112.3631
"182","USC00025129","2777R",2777,"R",36.4192,-109.2269
"183","USC00025270","7910C",7910,"C",33.1139,-112.0303
"184","USC00025412","1786S",1786,"S",34.1142,-109.8589
"185","USC00025512","6275R",6275,"R",33.4044,-110.87
"186","USC00025635","5139S",5139,"S",34.6106,-111.8381
"187","USC00025665","4135R",4135,"R",36.9853,-110.12
"188","USC00025700","8061R",8061,"R",33.5544,-111.4425
"189","USC00025780","1580R",1580,"R",34.9364,-111.6392
"190","USC00025924","4838S",4838,"S",31.4553,-110.9681
"191","USC00026037","3643R",3643,"R",34.9589,-111.7553
"192","USC00026119","5020R",5020,"R",32.6025,-110.7344
"193","USC00026132","7772S",7772,"S",31.9556,-112.8003
"194","USC00026180","4659S",4659,"S",36.9208,-111.4483
"195","USC00026250","8851R",8851,"R",34.1547,-114.2897
"196","USC00026353","4631R",4631,"R",31.9356,-109.8378
"197","USC00026468","3538S",3538,"S",34.7994,-109.885
"198","USC00026471","6993S",6993,"S",36.1383,-112.0958
"199","USC00026513","8042R",8042,"R",32.6464,-111.4017
"200","USC00026597","2062R",2062,"R",34.1167,-109.9333
"201","USC00026616","3552S",3552,"S",36.8586,-112.7386
"202","USC00026653","2955R",2955,"R",34.0989,-110.9442
"203","USC00026716","2942S",2942,"S",31.8828,-109.2058
"204","USC00026796","3265R",3265,"R",34.5706,-112.4322
"205","USC00026840","6129R",6129,"R",33.8556,-111.3064
"206","USC00026865","8600R",8600,"R",33.665,-114.2272
"207","USC00027281","6668S",6668,"S",33.6731,-111.1508
"208","USC00027370","7858R",7858,"R",33.0722,-111.7661
"209","USC00027390","5634S",5634,"S",32.815,-109.6808
"210","USC00027435","3214S",3214,"S",34.5172,-109.4028
"211","USC00027480","6449R",6449,"R",33.1819,-110.5261
"212","USC00027488","2997R",2997,"R",35.2239,-109.3222
"213","USC00027560","5168R",5168,"R",32.2714,-109.2256
"214","USC00027593","5780R",5780,"R",31.7625,-110.8464
"215","USC00027619","5510R",5510,"R",31.4831,-111.5436
"216","USC00027625","5094R",5094,"R",31.5717,-111.5056
"217","USC00027708","5016R",5016,"R",34.8956,-111.7644
"218","USC00027716","3210S",3210,"S",35.3322,-112.8797
"219","USC00027855","2935S",2935,"S",34.2639,-110.0075
"220","USC00027880","5270R",5270,"R",31.5553,-110.2847
"221","USC00028012","3106C",3106,"C",34.5081,-110.0839
"222","USC00028018","3085R",3085,"R",34.5,-110.3333
"223","USC00028112","7421R",7421,"R",33.3814,-112.07
"224","USC00028162","2139R",2139,"R",34.1311,-109.275
"225","USC00028214","7479R",7479,"R",33.5575,-111.5358
"226","USC00028329","1689S",1689,"S",35.3694,-111.5436
"227","USC00028348","7429R",7429,"R",33.3003,-111.0972
"228","USC00028396","8185S",8185,"S",32.7225,-113.9192
"229","USC00028468","3916R",3916,"R",36.9233,-109.09
"230","USC00028499","7839R",7839,"R",33.4258,-111.9217
"231","USC00028516","7761R",7761,"R",36.03,-114.3289
"232","USC00028619","5361S",5361,"S",31.7119,-110.0686
"233","USC00028641","7972R",7972,"R",33.4203,-112.86
"234","USC00028792","4044R",4044,"R",36.1306,-111.2436
"235","USC00028795","7401R",7401,"R",32.2542,-111.1961
"236","USC00028796","7176R",7176,"R",32.2817,-110.9442
"237","USC00028800","6981R",6981,"R",32.25,-110.8333
"238","USC00028815","7475S",7475,"S",32.2292,-110.9536
"239","USC00028817","7424R",7424,"R",32.2581,-111.0053
"240","USC00028865","5364S",5364,"S",31.5678,-111.0497
"241","USC00028904","5343R",5343,"R",34.7706,-112.0264
"242","USC00029114","5206R",5206,"R",36.9953,-111.4914
"243","USC00029158","2835S",2835,"S",34.9281,-112.8097
"244","USC00029271","3314R",3314,"R",33.8214,-109.9839
"245","USC00029287","6127S",6127,"S",33.9792,-112.7403
"246","USC00029309","6311R",6311,"R",34.7061,-113.6136
"247","USC00029334","4830S",4830,"S",32.2553,-109.8369
"248","USC00029359","2342S",2342,"S",35.2406,-112.1903
"249","USC00029376","8779R",8779,"R",35.8686,-114.6611
"250","USC00029410","2096R",2096,"R",35.6169,-109.1244
"251","USC00029542","4326S",4326,"S",35.5247,-111.3703
"252","USC00029634","8496S",8496,"S",33.595,-112.3014
"253","USC00029645","7189S",7189,"S",34.8775,-114.1344
"254","USC00029652","8197R",8197,"R",32.6114,-114.635
"255","USC00029656","8789R",8789,"R",32.7278,-114.6217
"256","USC00030064","4803S",4803,"S",35.9289,-91.0583
"257","USC00030130","4778S",4778,"S",34.7961,-92.8417
"258","USC00030220","5245R",5245,"R",34.1433,-93.0589
"259","USC00030240","5551S",5551,"S",34.025,-91.3444
"260","USC00030458","4372S",4372,"S",35.8306,-91.7944
"261","USC00030460","4776R",4776,"R",35.76,-91.6389
"262","USC00030536","5338S",5338,"S",35.4583,-91.0561
"263","USC00030582","5357R",5357,"R",34.5675,-92.6006
"264","USC00030586","4154R",4154,"R",36.3219,-94.215
"265","USC00030764","4537R",4537,"R",34.5697,-93.1947
"266","USC00030798","5217S",5217,"S",35.1161,-93.6506
"267","USC00030806","5099S",5099,"S",35.9239,-89.9044
"268","USC00030832","4917S",4917,"S",35.0931,-93.9258
"269","USC00030936","5142R",5142,"R",34.8822,-91.2153
"270","USC00031102","5103R",5103,"R",34.9817,-92.0064
"271","USC00031132","4158S",4158,"S",36.1092,-92.1636
"272","USC00031140","5335R",5335,"R",33.3111,-92.485
"273","USC00031152","5447S",5447,"S",33.59,-92.8236
"274","USC00031191","5584R",5584,"R",33.9153,-91.7711
"275","USC00031442","5194R",5194,"R",34.68,-91.2208
"276","USC00031455","4751R",4751,"R",35.4833,-93.45
"277","USC00031459","5033R",5033,"R",35.4564,-93.4425
"278","USC00031596","5011R",5011,"R",35.0833,-92.4294
"279","USC00031632","4863S",4863,"S",36.4197,-90.5858
"280","USC00031730","5358S",5358,"S",33.1111,-91.9481
"281","USC00031838","5272S",5272,"S",35.2342,-93.1675
"282","USC00031900","3653S",3653,"S",35.8272,-93.2044
"283","USC00031948","5177S",5177,"S",34.0464,-94.3481
"284","USC00031962","5824S",5824,"S",33.5597,-91.385
"285","USC00031968","5411R",5411,"R",34.9772,-91.4978
"286","USC00032148","5617S",5617,"S",33.8847,-91.5317
"287","USC00032355","6162S",6162,"S",33.1144,-91.2628
"288","USC00032356","4473R",4473,"R",36.4164,-93.7917
"289","USC00032366","4672R",4672,"R",36.0717,-91.6169
"290","USC00032444","4466R",4466,"R",36.1006,-94.1744
"291","USC00032540","4996S",4996,"S",33.8228,-92.3989
"292","USC00032794","4472S",4472,"S",35.9914,-92.7147
"293","USC00032930","4631S",4631,"S",36.4261,-94.4481
"294","USC00032962","4514R",4514,"R",35.2353,-92.3619
"295","USC00032978","4676S",4676,"S",35.5206,-91.9997
"296","USC00033242","5553R",5553,"R",34.5211,-90.59
"297","USC00033428","5348S",5348,"S",33.7089,-93.5561
"298","USC00033466","5320S",5320,"S",34.5128,-93.0486
"299","USC00033544","4531S",4531,"S",36.07,-93.7522
"300","USC00033734","4793S",4793,"S",35.8489,-90.6589
"301","USC00033821","5284S",5284,"S",35.6872,-90.0964
"302","USC00033862","5433S",5433,"S",34.6033,-91.9928
"303","USC00034106","3891S",3891,"S",36.4194,-92.9158
"304","USC00034134","5071R",5071,"R",34.1742,-92.5947
"305","USC00034185","5580R",5580,"R",33.3614,-93.5675
"306","USC00034548","5477S",5477,"S",33.295,-93.2325
"307","USC00034562","5218R",5218,"R",34.3947,-92.8364
"308","USC00034572","4126S",4126,"S",36.4947,-91.535
"309","USC00034638","5374S",5374,"S",34.7392,-90.7664
"310","USC00034666","4257R",4257,"R",35.9156,-92.6394
"311","USC00034756","4567R",4567,"R",34.5731,-94.2494
"312","USC00034938","4871R",4871,"R",35.1581,-92.7672
"313","USC00034988","4533S",4533,"S",34.5408,-93.5878
"314","USC00035018","4479R",4479,"R",35.6494,-94.1542
"315","USC00035036","4512R",4512,"R",36.3458,-92.3939
"316","USC00035046","4687R",4687,"R",35.8444,-92.0978
"317","USC00035079","4751R",4751,"R",34.0783,-93.7019
"318","USC00035112","5637S",5637,"S",33.9294,-93.8583
"319","USC00035186","5005S",5005,"S",35.6042,-91.2744
"320","USC00035200","4919R",4919,"R",34.9553,-93.1594
"321","USC00035376","5584R",5584,"R",33.7667,-93.9167
"322","USC00035508","4658R",4658,"R",35.4833,-93.8167
"323","USC00035512","4771R",4771,"R",35.5125,-93.8683
"324","USC00035563","4906S",4906,"S",36.0336,-90.4978
"325","USC00035754","5558R",5558,"R",34.2256,-92.0189
"326","USC00035820","4524R",4524,"R",36.2639,-90.9681
"327","USC00035866","5562S",5562,"S",33.2511,-91.5058
"328","USC00035908","5095S",5095,"S",33.8203,-93.3878
"329","USC00036253","5613S",5613,"S",33.8103,-91.2778
"330","USC00036376","5418R",5418,"R",34.3703,-91.1242
"331","USC00036506","5058S",5058,"S",35.2683,-91.7164
"332","USC00036562","5219S",5219,"S",34.3019,-92.3914
"333","USC00036768","5077R",5077,"R",33.9153,-92.8267
"334","USC00036920","5327S",5327,"S",34.4744,-91.4172
"335","USC00036928","5032S",5032,"S",35.3028,-93.6369
"336","USC00037488","4709S",4709,"S",34.8992,-94.1942
"337","USC00037582","5332S",5332,"S",33.6044,-92.0997
"338","USC00037712","5275S",5275,"S",35.1242,-90.1805
"339","USC00038052","4957S",4957,"S",35.2547,-90.7964
"340","USC00038084","4396R",4396,"R",36.2,-92.6667
"341","USC00040029","2253R",2253,"R",41.1936,-120.9447
"342","USC00040136","4914R",4914,"R",32.8358,-116.7775
"343","USC00040161","1750R",1750,"R",41.4931,-120.5528
"344","USC00040192","6237R",6237,"R",33.8647,-117.8425
"345","USC00040212","3405S",3405,"S",38.5731,-122.4406
"346","USC00040232","4547R",4547,"R",37.9856,-121.7458
"347","USC00040343","5121S",5121,"S",36.4914,-118.8253
"348","USC00040379","4638S",4638,"S",37.0919,-119.5128
"349","USC00040383","4440S",4440,"S",38.9072,-121.0839
"350","USC00040436","7714R",7714,"R",35.2761,-116.0628
"351","USC00040449","4971R",4971,"R",36.9092,-119.0883
"352","USC00040521","5915R",5915,"R",34.8928,-117.0219
"353","USC00040673","3375S",3375,"S",37.0856,-122.0797
"354","USC00040693","3075R",3075,"R",37.8744,-122.2606
"355","USC00040738","3450R",3450,"R",40.7406,-123.2078
"356","USC00040741","1584S",1584,"S",34.2442,-116.9039
"357","USC00040790","2925R",2925,"R",36.2472,-121.7803
"358","USC00040924","8452R",8452,"R",33.6131,-114.5972
"359","USC00040931","1032S",1032,"S",39.3886,-120.0936
"360","USC00040943","480S",480,"S",38.2119,-119.0142
"361","USC00040983","8207S",8207,"S",33.2314,-116.4144
"362","USC00041018","2215R",2215,"R",39.4539,-120.6556
"363","USC00041048","8386R",8386,"R",32.9544,-115.5581
"364","USC00041072","1163S",1163,"S",38.2575,-119.2286
"365","USC00041214","1790R",1790,"R",40.8803,-121.6547
"366","USC00041244","5441S",5441,"S",35.4047,-119.4731
"367","USC00041253","4418S",4418,"S",34.5825,-119.9817
"368","USC00041277","2021S",2021,"S",38.2769,-120.3114
"369","USC00041312","3877R",3877,"R",38.5961,-122.6014
"370","USC00041316","2069C",2069,"C",41.3111,-122.8045
"371","USC00041428","4675S",4675,"S",38.2486,-120.8433
"372","USC00041476","1749R",1749,"R",41.4219,-120.9017
"373","USC00041484","5293R",5293,"R",34.1819,-118.5744
"374","USC00041497","1880S",1880,"S",40.1703,-121.0883
"375","USC00041606","2575R",2575,"R",41.1417,-123.1392
"376","USC00041614","2295S",2295,"S",41.5306,-120.1803
"377","USC00041697","2903S",2903,"S",37.9747,-119.9161
"378","USC00041700","1675R",1675,"R",40.3033,-121.2422
"379","USC00041715","4544R",4544,"R",39.6911,-121.8211
"380","USC00041758","4949R",4949,"R",32.64,-117.0858
"381","USC00041806","3303R",3303,"R",38.9239,-122.5672
"382","USC00041838","4439R",4439,"R",38.8,-123.0175
"383","USC00041864","5681S",5681,"S",36.1356,-120.3606
"384","USC00041912","3457S",3457,"S",39.0911,-120.9481
"385","USC00041948","4576R",4576,"R",39.1875,-122.0269
"386","USC00041967","4451R",4451,"R",37.9833,-122.0692
"387","USC00042012","5203S",5203,"S",36.0975,-119.5817
"388","USC00042081","3200S",3200,"S",39.8158,-123.2444
"389","USC00042147","1287S",1287,"S",41.7958,-124.2147
"390","USC00042214","4830R",4830,"R",34.0053,-118.4136
"391","USC00042239","2445R",2445,"R",32.9897,-116.5872
"392","USC00042294","4481S",4481,"S",38.535,-121.7761
"393","USC00042319","9996R",9996,"R",36.4622,-116.8669
"394","USC00042331","3233R",3233,"R",37.3739,-117.9803
"395","USC00042338","3088R",3088,"R",39.3,-120.8333
"396","USC00042402","3382R",3382,"R",39.8717,-121.6108
"397","USC00042456","3633R",3633,"R",39.3575,-121.2011
"398","USC00042467","1217S",1217,"S",39.3239,-120.2331
"399","USC00042500","2625S",2625,"S",39.5633,-120.8239
"400","USC00042506","2274R",2274,"R",39.9717,-120.0828
"401","USC00042574","2892S",2892,"S",41.1833,-122.2736
"402","USC00042598","8646S",8646,"S",33.8089,-115.4508
"403","USC00042640","3802R",3802,"R",39.3592,-122.5178
"404","USC00042671","1278R",1278,"R",38.7833,-120.0333
"405","USC00042706","5606R",5606,"R",32.8139,-116.975
"406","USC00042709","5514R",5514,"R",32.8839,-116.8164
"407","USC00042713","8754S",8754,"S",32.7669,-115.5617
"408","USC00042728","4091R",4091,"R",38.3306,-120.6706
"409","USC00042771","4554S",4554,"S",34.5892,-117.6303
"410","USC00042805","5713R",5713,"R",33.6692,-117.3319
"411","USC00042863","5530R",5530,"R",33.1211,-117.0883
"412","USC00042934","4335S",4335,"S",38.2736,-122.0678
"413","USC00042941","4581R",4581,"R",34.705,-118.4242
"414","USC00043083","5298R",5298,"R",36.3642,-120.1561
"415","USC00043113","4873R",4873,"R",38.7,-121.1667
"416","USC00043157","2028S",2028,"S",41.52,-120.09
"417","USC00043161","1126R",1126,"R",39.5092,-123.7567
"418","USC00043191","1719R",1719,"R",38.515,-123.2447
"419","USC00043244","3625R",3625,"R",37.5422,-122.0158
"420","USC00043256","5488R",5488,"R",36.7525,-119.7017
"421","USC00043261","5166R",5166,"R",36.9969,-119.7072
"422","USC00043417","4123R",4123,"R",37.0067,-121.5633
"423","USC00043463","2664S",2664,"S",35.7269,-118.7006
"424","USC00043489","9243R",9243,"R",32.8833,-114.8667
"425","USC00043551","1684S",1684,"S",36.7394,-118.9631
"426","USC00043573","3057R",3057,"R",39.2042,-121.0681
"427","USC00043578","3035C",3035,"C",38.4306,-122.8647
"428","USC00043647","1892R",1892,"R",40.4864,-123.9089
"429","USC00043669","3005R",3005,"R",37.8444,-120.2258
"430","USC00043710","5613S",5613,"S",36.1389,-117.9528
"431","USC00043714","1737R",1737,"R",37.4725,-122.4433
"432","USC00043747","5137S",5137,"S",36.3158,-119.6369
"433","USC00043824","2112S",2112,"S",40.9317,-121.5433
"434","USC00043855","7461S",7461,"S",33.7044,-115.6289
"435","USC00043875","4127S",4127,"S",38.6175,-122.8731
"436","USC00043896","5526R",5526,"R",33.7381,-116.8939
"437","USC00043914","3101R",3101,"R",33.2372,-116.7614
"438","USC00043939","2782S",2782,"S",37.9614,-119.7831
"439","USC00044025","3457R",3457,"R",36.8483,-121.4214
"440","USC00044176","1109R",1109,"R",37.2275,-119.2206
"441","USC00044211","2762S",2762,"S",33.7572,-116.7067
"442","USC00044223","8280S",8280,"S",32.8489,-115.5667
"443","USC00044232","4891S",4891,"S",36.7981,-118.2036
"444","USC00044259","9432R",9432,"R",33.7086,-116.2153
"445","USC00044278","5663R",5663,"R",35.6514,-117.8214
"446","USC00044297","9249S",9249,"S",34.1472,-115.1219
"447","USC00044374","1663R",1663,"R",41.2683,-120.2947
"448","USC00044500","3419R",3419,"R",37.9569,-122.5439
"449","USC00044523","4663R",4663,"R",35.7831,-118.4389
"450","USC00044555","3944S",3944,"S",36.2069,-121.1378
"451","USC00044577","1173R",1173,"R",41.5786,-124.0747
"452","USC00044647","4605R",4605,"R",33.5453,-117.7814
"453","USC00044671","2351S",2351,"S",34.2467,-117.1883
"454","USC00044712","4970R",4970,"R",38.4919,-122.0039
"455","USC00044713","1690R",1690,"R",39.3183,-120.6392
"456","USC00044735","5684R",5684,"R",32.7675,-117.0233
"457","USC00044838","2041S",2041,"S",41.7019,-121.5011
"458","USC00044881","2067R",2067,"R",37.9567,-119.1194
"459","USC00044890","5370C",5370,"C",36.3817,-119.0264
"460","USC00044957","5189R",5189,"R",36.2033,-119.0545
"461","USC00044997","4108S",4108,"S",37.6922,-121.7692
"462","USC00045026","994S",994,"S",36.6044,-118.7325
"463","USC00045032","4461R",4461,"R",38.1061,-121.2878
"464","USC00045064","3240R",3240,"R",34.6539,-120.4514
"465","USC00045118","5208S",5208,"S",37.0564,-120.8667
"466","USC00045120","5173R",5173,"R",36.9897,-120.9297
